ID,price,date,postcode,prop_type,new_bldg,duration,address_1,address_2,street,locality,city,district,county,cat_type,status
"{795A7B5C-C684-4035-BF8B-59515982D211}","74500","1995-08-25 00:00","E11 2EP","F","N","L","24","FLAT 4","GROSVENOR ROAD","WANSTEAD","LONDON","REDBRIDGE","GREATER LONDON","A","A"
"{C999FE0D-9622-477B-89A0-5234604A192B}","54500","1995-08-11 00:00","E10 5NN","T","N","F","4","","ADELAIDE ROAD","LONDON","LONDON","WALTHAM FOREST","GREATER LONDON","A","A"
"{595293BA-DA6D-4D76-A7E6-55C2C37FB32B}","83750","1995-07-14 00:00","DA17 5NR","D","N","F","43B","","OSBORNE ROAD","BELVEDERE","BELVEDERE","BEXLEY","GREATER LONDON","A","A"
"{BB7C23F4-4C1F-4BAB-8977-55C2CA999D11}","69950","1995-06-06 00:00","SW12 0DX","F","N","L","27","","CAMBRAY ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON","A","A"
"{E1D65115-E028-46A0-9310-55C2D1E06985}","102000","1995-12-15 00:00","HA4 9AJ","S","N","F","2","","BEVERLEY ROAD","RUISLIP","RUISLIP","HILLINGDON","GREATER LONDON","A","A"
"{3B8D3182-26F4-4AAA-8B46-4EA59C2E546E}","73200","1995-07-14 00:00","SE9 5BN","T","N","F","21","","LADYSMITH ROAD","LONDON","LONDON","GREENWICH","GREATER LONDON","A","A"
"{0A897E5D-9A49-4A9F-9C37-4EA5B22013EF}","70000","1995-10-27 00:00","BR3 3EU","S","N","F","202","","ORCHARD WAY","BECKENHAM","BECKENHAM","BROMLEY","GREATER LONDON","A","A"
"{D8EE97D3-0DC0-4D88-A2F1-59520E16A53E}","112000","1995-08-17 00:00","KT2 5QB","T","N","F","45","","ARAGON ROAD","KINGSTON UPON THAMES","KINGSTON UPON THAMES","KINGSTON UPON THAMES","GREATER LONDON","A","A"
"{70CA6268-530B-4AD7-B8BF-C4F2D48EF814}","54995","1995-04-18 00:00","E8 2LU","F","Y","L","3","","PENDULUM MEWS","LONDON","LONDON","HACKNEY","GREATER LONDON","A","A"
"{2E327FB9-3E26-4711-B9EA-C4F2D7C33DD2}","100000","1995-09-29 00:00","W14 0AU","F","N","L","11 - 13","FLAT 1","SINCLAIR GARDENS","LONDON","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{9B0D3147-2F12-4F47-B35B-C4F2F82F29BA}","185000","1995-12-21 00:00","N1 9LS","F","N","L","38","","CLAREMONT SQUARE","LONDON","LONDON","ISLINGTON","GREATER LONDON","A","A"
"{20B84FCD-CEE8-4B8F-A5CB-BDE76EF97864}","55000","1995-06-30 00:00","UB5 4QL","F","N","L","51","","WOOD END GARDENS","NORTHOLT","NORTHOLT","EALING","GREATER LONDON","A","A"
"{9F19179A-15CF-446B-864B-BA5479AA42FA}","79200","1995-04-28 00:00","CR0 9LB","S","N","F","36","","HARTSCROFT","CROYDON","CROYDON","CROYDON","GREATER LONDON","A","A"
"{3EB0A384-9DDC-4EFF-8547-BDE79BFAA531}","95950","1995-12-21 00:00","SE16 5GB","F","Y","L","RALEIGH COURT","FLAT 46","CLARENCE MEWS","LONDON","LONDON","SOUTHWARK","GREATER LONDON","A","A"
"{0AD770A7-1075-4201-B9C1-C4F3AEBFB028}","199950","1995-02-27 00:00","N14 6DS","D","Y","F","207","","LEIGH HUNT DRIVE","LONDON","LONDON","ENFIELD","GREATER LONDON","A","A"
"{D8BCA3A8-8F9B-41A6-B5A7-C4F3C01C13E2}","33000","1995-04-03 00:00","PO2 9JN","F","N","L","292B","","LONDON ROAD","","PORTSMOUTH","PORTSMOUTH","PORTSMOUTH","A","A"
"{5BD78D38-C693-4AB1-A3C1-BA54FE3FDF64}","75000","1995-04-13 00:00","IG8 9AT","T","N","F","22","","EAGLE TERRACE","WOODFORD GREEN","WOODFORD GREEN","REDBRIDGE","GREATER LONDON","A","A"
"{1D942CC3-5E09-4234-9056-C4F47F240BDE}","64000","1995-05-12 00:00","W2 2RA","F","N","L","PARK WEST","FLAT 571","EDGWARE ROAD","LONDON","LONDON","CITY OF WESTMINSTER","GREATER LONDON","A","A"
"{11E1D7BD-C25A-4D85-B0FF-BA559E479141}","60000","1995-11-17 00:00","N17 6EB","T","N","F","89","","DONGOLA ROAD","LONDON","LONDON","HARINGEY","GREATER LONDON","A","A"
"{F2297268-5A23-4268-8238-BDE8C5EE4F2C}","72000","1995-10-26 00:00","SM6 8DX","T","N","F","34","","RECTORY LANE","WALLINGTON","WALLINGTON","SUTTON","GREATER LONDON","A","A"
"{7BA985C5-BAFB-420B-8319-BDE8CC418F70}","195000","1995-01-23 00:00","SE1 7RB","S","Y","F","5","","PEARMAN STREET","LONDON","LONDON","LAMBETH","GREATER LONDON","A","A"
"{97F939B3-E01D-46AC-B260-CCD0DD4D7BB0}","74450","1995-08-31 00:00","HA4 6DH","F","Y","L","SHERLEYS COURT","FLAT 31","WOOD LANE","RUISLIP","RUISLIP","HILLINGDON","GREATER LONDON","A","A"
"{1C6FF358-D694-4AFC-B725-CCD0F0164C1F}","147000","1995-11-15 00:00","W14 9EB","F","N","L","3","","PALLISER ROAD","LONDON","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{DCB66BF3-1099-4BA9-A3B5-C950B65EAD06}","53000","1995-06-30 00:00","RM9 6JS","T","N","F","93","","HATFIELD ROAD","DAGENHAM","DAGENHAM","BARKING AND DAGENHAM","GREATER LONDON","A","A"
"{A14989E9-38FC-4F53-B343-D3E47B5201AE}","74950","1995-04-27 00:00","SE13 7JZ","T","Y","F","5","","PEPPERMEAD SQUARE","LONDON","LONDON","LEWISHAM","GREATER LONDON","A","A"
"{35154281-483C-47F1-8AA6-D3E4A8C64D4D}","72000","1995-01-20 00:00","BR2 0YA","F","N","L","17","","WHITEHAVEN CLOSE","BROMLEY","BROMLEY","BROMLEY","GREATER LONDON","A","A"
"{3620C361-5DEE-49B3-970C-D756EC3B0D75}","157000","1995-04-25 00:00","N3 1DP","F","N","L","335 - 337","","REGENTS PARK ROAD","LONDON","LONDON","BARNET","GREATER LONDON","A","A"
"{02FB4473-03E2-481C-A533-CCD1459F01EA}","69950","1995-10-26 00:00","W3 0NR","S","N","F","46","","SAXON DRIVE","LONDON","LONDON","EALING","GREATER LONDON","A","A"
"{0CA7F326-0F90-4B77-BF4D-D3E4BB6E1FDE}","89000","1995-07-31 00:00","N2 0BU","F","N","L","AYLMER COURT","FLAT 6","AYLMER ROAD","LONDON","LONDON","HARINGEY","GREATER LONDON","A","A"
"{BBEB85F4-7F40-4652-97A1-CCD167190BDA}","127750","1995-12-08 00:00","NW6 1XL","F","N","L","SANDWELL MANSIONS","FLAT 20","WEST END LANE","LONDON","LONDON","CAMDEN","GREATER LONDON","A","A"
"{53D79972-C3DC-493A-BE6C-CCD176698BBC}","160000","1995-05-26 00:00","N2 9PU","T","N","F","12","","PARK HALL ROAD","LONDON","LONDON","BARNET","GREATER LONDON","A","A"
"{42391B57-3716-412F-AAA1-D757AD2520E6}","75000","1995-05-26 00:00","BR3 4XE","T","N","F","13","","KINGSTON CRESCENT","BECKENHAM","BECKENHAM","BROMLEY","GREATER LONDON","A","A"
"{B01181D2-312D-4F95-ADC3-CCD1F89773CD}","55000","1995-07-28 00:00","EN5 5FN","F","N","L","SHELDON COURT","6","WARWICK ROAD","BARNET","BARNET","BARNET","GREATER LONDON","A","A"
"{D10663B3-54E6-4CBF-BFC4-CCD24052FF22}","60000","1995-03-31 00:00","SW12 9HJ","F","N","L","210","FLAT 7","BEDFORD HILL","LONDON","LONDON","WANDSWORTH","GREATER LONDON","A","A"
"{14162907-7B84-4080-94C2-D3E60119D7EB}","57000","1995-03-10 00:00","KT2 7TR","F","N","L","ROWAN COURT, 6","FLAT 3","QUEENS ROAD","KINGSTON UPON THAMES","KINGSTON UPON THAMES","KINGSTON UPON THAMES","GREATER LONDON","A","A"
"{EA7D1C95-1784-4B96-AAC7-D7585D527225}","67000","1995-07-31 00:00","HA6 1AD","F","N","L","27","","ROWLAND PLACE","NORTHWOOD","NORTHWOOD","HILLINGDON","GREATER LONDON","A","A"
"{2FD3A99A-E005-4D53-AC05-D05F223679EE}","68000","1995-06-28 00:00","KT4 8SH","F","Y","L","BALMORAL COURT, 50","FLAT 8","BALMORAL ROAD","WORCESTER PARK","WORCESTER PARK","SUTTON","GREATER LONDON","A","A"
"{51225426-F537-459D-85F0-8AF433FDD763}","55000","1995-06-26 00:00","SE16 3EA","F","N","L","HOCKNEY COURT, 4","FLAT 52","ROSSETTI ROAD","LONDON","LONDON","SOUTHWARK","GREATER LONDON","A","A"
"{321C61DD-33AF-4C27-9EC7-83E717DD7F81}","55000","1995-05-31 00:00","E11 4QX","T","N","F","43","","HAROLD ROAD","LEYTONSTONE","LONDON","WALTHAM FOREST","GREATER LONDON","A","A"
"{6905EB51-C9D0-4872-8822-83E7282B4047}","60000","1995-03-24 00:00","SE2 0NT","S","N","F","313","","WICKHAM LANE","LONDON","LONDON","GREENWICH","GREATER LONDON","A","A"
"{0145F248-CC0C-4152-8BCA-8AF4C69B22C8}","87500","1995-06-26 00:00","SW6 6SW","F","N","L","1H","","KINGWOOD ROAD","LONDON","LONDON","HAMMERSMITH AND FULHAM","GREATER LONDON","A","A"
"{407C326A-4898-4AF8-813A-5234E18E564B}","106200","1995-07-05 00:00","W5 2LT","F","N","L","71","FLAT 3","MADELEY ROAD","LONDON","LONDON","EALING","GREATER LONDON","A","A"
"{6135DD1B-DEB8-4594-9EFA-4EA5FC046CAA}","56000","1995-06-29 00:00","RM12 4HS","T","N","F","29","","MANSARD CLOSE","HORNCHURCH","HORNCHURCH","HAVERING","GREATER LONDON","A","A"
"{9F49AE7C-3814-44C0-A8BC-59526160A0AC}","68000","1995-02-22 00:00","DA16 2BE","S","N","F","30","","DANSON LANE","WELLING","WELLING","BEXLEY","GREATER LONDON","A","A"
"{F6662F59-044B-4796-B926-5952635847D7}","69950","1995-02-28 00:00","SM2 6NL","F","Y","L","58","","SEVENOAKS CLOSE","SUTTON","SUTTON","SUTTON","GREATER LONDON","A","A"
"{76D58D3C-63FC-4F92-ACD2-59527BAEB793}","78000","1995-07-07 00:00","BR2 0YH","F","N","L","4","","HILDENLEA PLACE","BROMLEY","BROMLEY","BROMLEY","GREATER LONDON","A","A"
"{AB46133D-C3B1-475E-BFE4-52356A1529D9}","197500","1995-03-24 00:00","SW11 3DN","S","N","F","31","","OCTAVIA STREET","LONDON","LONDON","WANDSWORTH","GREATER LONDON","A","A"
"{630659D0-F1E1-4E16-858C-55C4200A2216}","143000","1995-11-03 00:00","BR5 1PU","S","N","F","142","","KINGSWAY","PETTS WOOD","ORPINGTON","BROMLEY","GREATER LONDON","A","A"
"{D04F6B6A-49FB-4368-BC03-55C4522D7519}","86000","1995-09-07 00:00","N19 4BE","T","Y","L","30","","JUTLAND CLOSE","LONDON","LONDON","ISLINGTON","GREATER LONDON","A","A"
"{49A63831-DBB4-40C5-9369-59535BC994AB}","75000","1995-07-28 00:00","RM1 4SS","S","N","F","51","","HEATHER GARDENS","ROMFORD","ROMFORD","HAVERING","GREATER LONDON","A","A"
"{6707657C-4031-4F07-AC77-C4F4F25FA157}","224206","1995-01-27 00:00","W4 2BA","T","N","F","49","","DUKE ROAD","LONDON","LONDON","HOUNSLOW","GREATER LONDON","A","A"
"{925673F8-228B-419E-871C-BA55FDA198CD}","114000","1995-06-30 00:00","NW7 2EG","S","Y","F","64","","LONGFIELD AVENUE","LONDON","LONDON","BARNET","GREATER LONDON","A","A"
"{D0F53986-A5A7-4B51-908C-B6CFFE7F409F}","57000","1995-01-06 00:00","SE13 5RS","F","N","L","13","","GLENTON ROAD","LONDON","LONDON","LEWISHAM","GREATER LONDON","A","A"
"{D8AA96A4-DE46-4A7B-9299-C1723A41787C}","62000","1995-12-20 00:00","DA15 8TE","S","N","F","779","","EAST ROCHESTER WAY","SIDCUP","SIDCUP","BEXLEY","GREATER LONDON","A","A"
"{BF0A4DDA-6A08-4CB7-BB1F-BA56641AA808}","74000","1995-12-04 00:00","N2 8NX","F","N","L","STOKES COURT","FLAT 10","DIPLOMA AVENUE","LONDON","LONDON","BARNET","GREATER LONDON","A","A"
"{D5CD9F81-128D-420B-A6B5-BDE98FC8D89A}","53000","1995-12-21 00:00","BR3 4RB","F","N","L","BECK COURT, 74","FLAT 51","BECK LANE","BECKENHAM","BECKENHAM","BROMLEY","GREATER LONDON","A","A"
"{320477A0-1579-416D-8F5D-B6D0DF5C7DC9}","83995","1995-05-15 00:00","E3 2UR","F","Y","L","PARK WEST BUILDING","FLAT 22","FAIRFIELD ROAD","LONDON","LONDON","TOWER HAMLETS","GREATER LONDON","A","A"
"{5D451115-C67A-43DA-A3A5-C172B9D7FF96}","113000","1995-06-05 00:00","SW1X 0BL","F","N","L","LITTLE DORCHESTER COURT","1","","SEMINGTON ROAD","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{91CB3D39-B407-4925-BCBE-BA56D796B884}","67995","1995-12-15 00:00","SE26 6DR","F","Y","L","23","","CRICKETERS WALK","LONDON","LONDON","LEWISHAM","GREATER LONDON","A","A"
"{D9A06E26-2132-46EE-9DD1-C4F6187A7E39}","125000","1995-02-03 00:00","NW3 5QY","F","N","L","7","FIRST FLOOR FLAT","BELSIZE CRESCENT","LONDON","LONDON","CAMDEN","GREATER LONDON","A","A"
"{C6EB7871-F677-4B4E-88A5-BDEA08CD7C1D}","66600","1995-08-02 00:00","N15 6AL","T","N","F","21","","ELM PARK AVENUE","LONDON","LONDON","HARINGEY","GREATER LONDON","A","A"
"{FA8DB3C6-EB06-4582-8C47-C17324EA5423}","145000","1995-10-09 00:00","KT2 7RL","T","N","F","7","","BOYD CLOSE","KINGSTON UPON THAMES","KINGSTON UPON THAMES","KINGSTON UPON THAMES","GREATER LONDON","A","A"
"{5B705B78-78D2-40A9-A38D-BA5777C3D100}","87500","1995-12-12 00:00","SM4 4BQ","S","N","F","139","","SHALDON DRIVE","MORDEN","MORDEN","MERTON","GREATER LONDON","A","A"
"{88EDECF8-F89F-4C57-A970-BDEA5387DD5A}","62250","1995-06-30 00:00","SE16 3EZ","F","Y","L","10","FLAT 98","ROSSETTI ROAD","LONDON","LONDON","SOUTHWARK","GREATER LONDON","A","A"
"{8C6C9D57-48D9-4CA9-81F4-D7588384EEE8}","59995","1995-09-29 00:00","SM2 5BH","F","Y","L","3","","HATFIELD CLOSE","SUTTON","SUTTON","SUTTON","GREATER LONDON","A","A"
"{FDEEB621-FAE6-4B64-AE05-D3E66FA2A4A6}","99000","1995-07-10 00:00","SW17 0AJ","T","N","F","127","","BURNTWOOD LANE","LONDON","LONDON","WANDSWORTH","GREATER LONDON","A","A"
"{801A4911-7EA2-4FBC-A1B1-C9529EDCF0BC}","70000","1995-09-15 00:00","RM7 0UH","T","N","F","109","","FOURTH AVENUE","ROMFORD","ROMFORD","BARKING AND DAGENHAM","GREATER LONDON","A","A"
"{0B8B5E5F-FBE8-4CCB-84C9-C952AA599975}","67950","1995-06-23 00:00","NW10 5JB","F","N","L","114A","","CLIFFORD GARDENS","LONDON","LONDON","BRENT","GREATER LONDON","A","A"
"{5395F918-4598-4B4B-86EE-D3E68E368C5F}","74000","1995-04-21 00:00","SW11 4BJ","F","N","L","PRINCE OF WALES MANSIONS","FLAT 72B","PRINCE OF WALES DRIVE","LONDON","LONDON","WANDSWORTH","GREATER LONDON","A","A"
"{FFB3228B-6835-4B74-855B-D3E6AA0DEED8}","225000","1995-12-13 00:00","N8 9SY","T","N","F","11","","WESTON PARK","LONDON","LONDON","HARINGEY","GREATER LONDON","A","A"
"{A3D9FE1C-D7D6-4F69-A07B-CCD34A2737F4}","98000","1995-09-15 00:00","SM5 2HD","S","N","F","18","","HACKBRIDGE PARK GARDENS","CARSHALTON","CARSHALTON","SUTTON","GREATER LONDON","A","A"
"{42F8BEF4-B54E-4BFC-8CCA-CCD3A73802A3}","153000","1995-06-01 00:00","TW11 0PS","S","N","F","5","","CONNAUGHT ROAD","TEDDINGTON","TEDDINGTON","RICHMOND UPON THAMES","GREATER LONDON","A","A"
"{7DA84DBE-7A53-4EF7-8DB4-CCD3E3BEF3BD}","679500","1995-08-01 00:00","W11 2LR","S","N","F","52","","LANSDOWNE ROAD","LONDON","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{722945A3-7CF6-4697-835A-CCD3E8F0C5F5}","135000","1995-04-13 00:00","BR3 5DB","T","N","F","46A","","FOXGROVE ROAD","BECKENHAM","BECKENHAM","BROMLEY","GREATER LONDON","A","A"
"{61305A40-CC98-48B8-9C93-8AF50A9566FA}","72500","1995-11-02 00:00","HA9 7NX","S","N","F","52","","ST AUGUSTINES AVENUE","WEMBLEY","WEMBLEY","BRENT","GREATER LONDON","A","A"
"{D9582BD2-ED4A-4E84-BA58-8E96A61110CC}","237000","1995-06-19 00:00","SW19 7DF","T","N","F","9","","ST MARYS ROAD","LONDON","LONDON","MERTON","GREATER LONDON","A","A"
"{1BA5E882-3318-430B-A8C5-92278C4C23C6}","82500","1995-08-25 00:00","HA6 2RZ","S","N","F","12","","CLOSEMEAD CLOSE","NORTHWOOD","NORTHWOOD","HILLINGDON","GREATER LONDON","A","A"
"{292E578D-6F91-40E4-BF09-876C4A0FFE41}","40500","1995-08-14 00:00","RG25 3TN","F","N","L","NORRIS HOUSE","4","LONDON ROAD","OVERTON","BASINGSTOKE","BASINGSTOKE AND DEANE","HAMPSHIRE","A","A"
"{6374384A-C266-41DD-B80C-83E7FDBFB1EA}","90000","1995-01-10 00:00","SW7 5NX","F","N","L","13D","","QUEENS GATE PLACE","LONDON","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{C482FA8D-82A0-4AE5-B95D-876CED0BE9BA}","65000","1995-06-19 00:00","HA8 9JG","T","N","F","45","","WENLOCK ROAD","EDGWARE","EDGWARE","BARNET","GREATER LONDON","A","A"
"{78946FD1-EDF1-4C58-8847-83E852BCD1BC}","90950","1995-08-31 00:00","KT4 7SD","T","N","F","5","","PERCY GARDENS","WORCESTER PARK","WORCESTER PARK","KINGSTON UPON THAMES","GREATER LONDON","A","A"
"{0900A8C4-B6AB-467E-A574-8AF64D286ABF}","55500","1995-05-12 00:00","N20 0QL","F","N","L","18","","CONISTON CLOSE","LONDON","LONDON","BARNET","GREATER LONDON","A","A"
"{ADD97377-3514-483F-9611-8E9817975276}","37750","1995-06-16 00:00","HP11 1HR","F","N","L","LEDE VIEW COURT","FLAT 9","LONDON ROAD","HIGH WYCOMBE","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"{0FECA95C-2797-45ED-B797-83E8D53F7CE2}","125000","1995-11-24 00:00","SW19 7DS","D","N","F","82","","ARTHUR ROAD","LONDON","LONDON","MERTON","GREATER LONDON","A","A"
"{B9CA3AFC-1EFA-4A31-86E4-595436DEC299}","85000","1995-08-24 00:00","SE6 2SF","T","N","F","175","","CONISBOROUGH CRESCENT","LONDON","LONDON","LEWISHAM","GREATER LONDON","A","A"
"{E6A016DA-6744-4F37-8499-59546FA16BBA}","51000","1995-09-19 00:00","SE10 8DL","F","N","L","118","","CROSSLET VALE","LONDON","LONDON","GREENWICH","GREATER LONDON","A","A"
"{7ADB40AA-362B-4D2D-A22A-4EA818DC2439}","134950","1995-11-29 00:00","W4 5UW","T","Y","F","39","","ALFRED CLOSE","LONDON","LONDON","HOUNSLOW","GREATER LONDON","A","A"
"{B93DDD06-9A28-4B92-AAD1-5954CD6E791C}","145000","1995-09-21 00:00","HA5 1SH","D","N","F","75","","THE CHASE","EASTCOTE","PINNER","HILLINGDON","GREATER LONDON","A","A"
"{10825D41-7C9D-481E-8075-52377F04C978}","91500","1995-12-01 00:00","SW15 5RJ","F","N","L","LIME COURT, 2","FLAT 26","GIPSY LANE","LONDON","LONDON","RICHMOND UPON THAMES","GREATER LONDON","A","A"
"{ED235E69-3D28-4B6E-B620-4B0F95960142}","80000","1995-09-22 00:00","N4 4LX","F","N","L","19","","SCARBOROUGH ROAD","LONDON","LONDON","HARINGEY","GREATER LONDON","A","A"
"{1BB883AB-EA2A-4F5B-914C-59553532494C}","34500","1995-06-29 00:00","CA1 2PF","T","N","F","7","","LONDON ROAD TERRACE","CARLISLE","CARLISLE","CARLISLE","CUMBRIA","A","A"
"{AAEC5E4D-7CF6-47EE-8981-5955441280F3}","64000","1995-07-14 00:00","SW5 9SX","F","N","L","56","FLAT 4","PENYWERN ROAD","LONDON","LONDON","KENSINGTON AND CHELSEA","GREATER LONDON","A","A"
"{4AFD2E84-2692-4CFB-A92A-BDEA55CE86A3}","76300","1995-05-26 00:00","N6 5QD","F","N","L","28","FLAT A","MILTON ROAD","HIGHGATE","LONDON","HARINGEY","GREATER LONDON","A","A"
"{70E79086-2DFF-4EC4-BBC7-B6D1A24AC7BF}","68000","1995-08-31 00:00","SE5 0TQ","F","N","L","HAYES COURT","FLAT 32","CAMBERWELL NEW ROAD","LONDON","LONDON","SOUTHWARK","GREATER LONDON","A","A"
"{FAC14C27-DA3B-4FC0-B72D-BDEA76B34D18}","145011","1995-02-16 00:00","SE11 4UB","T","N","F","61","","WALCOT SQUARE","LONDON","LONDON","LAMBETH","GREATER LONDON","A","A"
"{2DC1232E-E2E0-42BB-B435-BA580319601B}","81600","1995-07-07 00:00","KT4 8XS","T","N","F","103","","BRIDGEWOOD ROAD","WORCESTER PARK","WORCESTER PARK","SUTTON","GREATER LONDON","A","A"
"{D8B487A0-6B97-4AFC-BDDD-BDEAA83A4849}","128000","1995-08-24 00:00","SW18 5LW","T","N","F","80","","REPLINGHAM ROAD","LONDON","LONDON","WANDSWORTH","GREATER LONDON","A","A"
"{71B2B47A-4006-4B1D-8504-C173E2C9AB0C}","211500","1995-06-14 00:00","BR5 1QX","D","N","F","15","","SUTHERLAND AVENUE","PETTS WOOD","ORPINGTON","BROMLEY","GREATER LONDON","A","A"
"{4275E338-C44A-4E46-B337-B6D286DF548A}","79000","1995-11-03 00:00","HA4 7PL","S","N","F","9","","ARDLEY CLOSE","RUISLIP","RUISLIP","HILLINGDON","GREATER LONDON","A","A"
"{CC9022F3-3813-428B-ABFC-BA5852723756}","65000","1995-10-05 00:00","SE6 2SJ","T","N","F","30","","BOSBURY ROAD","LONDON","LONDON","LEWISHAM","GREATER LONDON","A","A"
"{0958D669-F32D-41DB-AD93-BA5864BA2EE4}","71000","1995-05-15 00:00","HA0 4AU","T","N","F","14","","UNION ROAD","WEMBLEY","WEMBLEY","BRENT","GREATER LONDON","A","A"
"{208F2085-81F5-433B-9AD2-C4F74CD3983F}","135000","1995-06-07 00:00","N20 0QA","T","N","F","1015","","HIGH ROAD","LONDON","LONDON","BARNET","GREATER LONDON","A","A"
"{B04DD3C0-0647-46A8-A9F0-C174BC9F7BB0}","68000","1995-11-30 00:00","DA15 8HT","T","N","F","4","","BERWICK CRESCENT","SIDCUP","SIDCUP","BEXLEY","GREATER LONDON","A","A"
"{D1B1F160-4F23-46EE-B604-C4F7ABEFDA2D}","114750","1995-12-05 00:00","SW4 9EA","F","N","L","33A","","HAMBALT ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON","A","A"
"{563001D8-3B8C-4751-B84C-CCD46BFD530C}","121000","1995-08-15 00:00","SW19 3JS","S","N","F","63","","POPLAR ROAD","LONDON","LONDON","MERTON","GREATER LONDON","A","A"
"{0B381595-C66C-4386-AE26-CCD4952C269D}","77000","1995-10-31 00:00","UB6 0SE","T","N","F","32","","BEDSER DRIVE","GREENFORD","GREENFORD","EALING","GREATER LONDON","A","A"
"{DC41585B-3213-4958-BA7D-D06148A4569D}","180000","1995-07-27 00:00","E11 2DL","D","N","F","MALL COTTAGE","","GROVE PARK","LONDON","LONDON","REDBRIDGE","GREATER LONDON","A","A"
"{7F8E9D2F-DD2C-4A28-847C-C95432CE6E8E}","92500","1995-04-28 00:00","HA5 4NL","F","N","L","40A","","WELLINGTON ROAD","PINNER","PINNER","HARROW","GREATER LONDON","A","A"
"{1D81C21C-C76D-450D-82A5-C95477375FCA}","142950","1995-01-05 00:00","W4 4NB","F","N","L","10","","WATCHFIELD COURT","LONDON","LONDON","HOUNSLOW","GREATER LONDON","A","A"
"{928D886E-A32A-45B6-B1EA-C954AE865895}","123850","1995-01-05 00:00","BR4 9AT","S","N","F","28","","KESWICK ROAD","WEST WICKHAM","WEST WICKHAM","BROMLEY","GREATER LONDON","A","A"
"{F7712742-4115-433B-AE1F-D061F33E6C8E}","95000","1995-10-26 00:00","KT6 7PD","S","N","F","82","","LADYWOOD ROAD","SURBITON","SURBITON","KINGSTON UPON THAMES","GREATER LONDON","A","A"
"{522E67E1-E4A3-4926-8A48-D0623B22A7E1}","86695","1995-03-13 00:00","SW16 2EY","F","N","L","MERTON LODGE","FLAT 3","FARNAN ROAD","LONDON","LONDON","LAMBETH","GREATER LONDON","A","A"
"{CBAA6D78-0B44-415E-AD14-876D76CC7747}","170000","1995-04-07 00:00","UB10 9LF","D","N","F","58","","SWEETCROFT LANE","UXBRIDGE","UXBRIDGE","HILLINGDON","GREATER LONDON","A","A"
"{CD8A6D1A-0D07-4219-80B4-922968254CAF}","83500","1995-08-11 00:00","HA8 5RH","S","N","F","65","","BROOMGROVE GARDENS","EDGWARE","EDGWARE","HARROW","GREATER LONDON","A","A"
"{B0DB81DC-7DC5-4EAC-8F55-876DED2C456F}","250000","1995-06-16 00:00","TW7 5PL","S","N","F","358","","JERSEY ROAD","ISLEWORTH","ISLEWORTH","HOUNSLOW","GREATER LONDON","A","A"
"{F3D1507C-DC11-4924-AAF8-876DEEAB9004}","52450","1995-11-30 00:00","SE13 7JX","T","N","F","11","","ELLERDALE STREET","LONDON","LONDON","LEWISHAM","GREATER LONDON","A","A"
"{25897F89-9B61-42D7-BF5E-8E98D80AF92D}","80500","1995-01-27 00:00","DA8 3DY","S","N","F","154","","PARK CRESCENT","ERITH","ERITH","BEXLEY","GREATER LONDON","A","A"
"{638E9788-7E5E-45F4-964B-922991C6E61F}","112500","1995-07-17 00:00","EC1V 4LY","F","N","L","PATTERN HOUSE, 223 - 227","FLAT 2.5","ST JOHN STREET","LONDON","LONDON","ISLINGTON","GREATER LONDON","A","A"
"{EE43D79D-AF32-43FE-8080-8AF741532763}","59950","1995-11-13 00:00","SE18 3QQ","T","N","F","27","","PAGET RISE","LONDON","LONDON","GREENWICH","GREATER LONDON","A","A"
"{34F546CD-D73A-4724-9D5B-8AF761D072D4}","55000","1995-11-03 00:00","BR3 3RB","F","N","L","145 - 147","FLAT A","CROYDON ROAD","BECKENHAM","BECKENHAM","BROMLEY","GREATER LONDON","A","A"
"{163DB330-34F4-4E1D-8DEF-8AF79345461E}","91000","1995-12-06 00:00","W4 4AA","S","N","F","4A","","CAMBRIDGE ROAD NORTH","LONDON","LONDON","HOUNSLOW","GREATER LONDON","A","A"
"{A248EE53-F38A-41D4-B9C6-8AF79B2E87B5}","80000","1995-04-28 00:00","SL3 9LH","S","N","F","98","","LONDON ROAD","DATCHET","SLOUGH","WINDSOR AND MAIDENHEAD","WINDSOR AND MAIDENHEAD","A","A"
"{4E212E9C-4884-471B-BA20-876E67A4C53D}","96500","1995-11-30 00:00","IG11 9BP","T","N","F","160","","WESTROW DRIVE","BARKING","BARKING","BARKING AND DAGENHAM","GREATER LONDON","A","A"
"{A39CD4B7-6EA7-44E6-9515-876EC9E2E73E}","94000","1995-12-15 00:00","TW7 6QA","T","N","F","44","","LORING ROAD","ISLEWORTH","ISLEWORTH","HOUNSLOW","GREATER LONDON","A","A"
